Term , Document , Weight
accumulative , 108 , 3.0
preferring , 269 , 1.0
plausibility , 1387 , 1.0
ofher , 928 , 1.0
disseminator , 121 , 1.0
wiswesserline , 687 , 1.0
therefore , 977 , 1.0
therefore , 335 , 1.0
therefore , 158 , 1.0
therefore , 1224 , 1.0
therefore , 1329 , 1.0
therefore , 955 , 1.0
therefore , 1213 , 1.0
therefore , 1082 , 1.0
therefore , 758 , 1.0
therefore , 1219 , 1.0
therefore , 1020 , 2.0
therefore , 132 , 1.0
therefore , 904 , 1.0
therefore , 273 , 1.0
therefore , 492 , 1.0
therefore , 346 , 1.0
therefore , 454 , 2.0
therefore , 329 , 1.0
therefore , 163 , 2.0
therefore , 26 , 1.0
therefore , 714 , 1.0
therefore , 1380 , 1.0
therefore , 761 , 1.0
therefore , 1079 , 1.0
therefore , 112 , 1.0
therefore , 387 , 1.0
therefore , 1378 , 1.0
therefore , 1415 , 1.0
therefore , 419 , 1.0
therefore , 347 , 1.0
therefore , 408 , 2.0
therefore , 127 , 1.0
therefore , 1335 , 1.0
therefore , 923 , 1.0
therefore , 1336 , 1.0
therefore , 348 , 1.0
therefore , 938 , 1.0
therefore , 582 , 1.0
therefore , 409 , 2.0
therefore , 25 , 1.0
therefore , 1275 , 1.0
therefore , 764 , 1.0
therefore , 701 , 1.0
therefore , 42 , 1.0
therefore , 1010 , 1.0
therefore , 1065 , 1.0
therefore , 542 , 1.0
therefore , 564 , 1.0
therefore , 402 , 1.0
therefore , 587 , 1.0
therefore , 101 , 1.0
therefore , 129 , 1.0
therefore , 1016 , 1.0
therefore , 905 , 1.0
therefore , 1032 , 1.0
therefore , 610 , 1.0
therefore , 964 , 1.0
therefore , 176 , 1.0
improvementsin , 774 , 1.0
improvementsin , 1438 , 1.0
havedeveloped , 461 , 1.0
thedetermination , 278 , 1.0
documentsby , 1054 , 1.0
expendable , 932 , 1.0
truecauses , 1181 , 1.0
experimentsand , 1309 , 1.0
ofacquisition , 12 , 1.0
particle , 632 , 1.0
fordoctoral , 357 , 1.0
andabstract , 1054 , 1.0
orreject , 658 , 1.0
dates , 203 , 1.0
dates , 859 , 1.0
requesters , 851 , 1.0
forlibrarians , 392 , 1.0
mainlyon , 399 , 1.0
date , 34 , 1.0
date , 193 , 1.0
date , 770 , 1.0
date , 373 , 1.0
date , 1006 , 1.0
date , 1219 , 1.0
date , 197 , 1.0
date , 280 , 1.0
date , 410 , 1.0
date , 46 , 1.0
date , 865 , 1.0
date , 437 , 1.0
date , 816 , 1.0
date , 1436 , 1.0
date , 1167 , 1.0
date , 500 , 1.0
date , 1282 , 1.0
date , 140 , 1.0
date , 14 , 1.0
date , 145 , 1.0
date , 315 , 1.0
date , 225 , 1.0
date , 203 , 1.0
date , 115 , 2.0
date , 311 , 2.0
date , 789 , 1.0
date , 1055 , 1.0
date , 1386 , 1.0
date , 922 , 1.0
date , 986 , 1.0
date , 254 , 1.0
date , 226 , 1.0
date , 161 , 1.0
date , 1387 , 1.0
notable , 1082 , 1.0
notable , 966 , 1.0
usual , 34 , 1.0
usual , 447 , 1.0
usual , 1232 , 1.0
usual , 244 , 1.0
usual , 1245 , 1.0
usual , 476 , 1.0
usual , 1030 , 1.0
usual , 785 , 1.0
usual , 819 , 1.0
usual , 894 , 1.0
usual , 1277 , 1.0
usual , 897 , 1.0
usual , 654 , 1.0
usual , 1363 , 1.0
towers , 559 , 1.0
thesum , 1415 , 1.0
mechanizationof , 374 , 1.0
interrelate , 674 , 1.0
vol , 473 , 2.0
vol , 1151 , 1.0
finddocuments , 562 , 1.0
8000 , 514 , 1.0
personalterms , 1325 , 1.0
effectivealternative , 630 , 1.0
modificationsthat , 128 , 1.0
clarion , 226 , 1.0
856 , 622 , 1.0
ofeverything , 943 , 1.0
betweencharacteristics , 1031 , 1.0
theplace , 900 , 1.0
measuring , 45 , 1.0
measuring , 519 , 1.0
measuring , 1108 , 1.0
measuring , 806 , 1.0
measuring , 88 , 1.0
measuring , 623 , 1.0
measuring , 1419 , 1.0
measuring , 106 , 1.0
measuring , 636 , 1.0
measuring , 1048 , 1.0
measuring , 625 , 1.0
measuring , 315 , 1.0
measuring , 1418 , 2.0
measuring , 427 , 1.0
measuring , 207 , 1.0
measuring , 52 , 1.0
undone , 998 , 1.0
pilot , 147 , 1.0
pilot , 1042 , 1.0
pilot , 990 , 1.0
pilot , 1079 , 2.0
pilot , 861 , 1.0
pilot , 508 , 1.0
pilot , 842 , 1.0
pilot , 506 , 1.0
pilot , 1239 , 1.0
pilot , 857 , 1.0
pilot , 863 , 1.0
pilot , 897 , 1.0
increasesin , 1072 , 1.0
photographically , 922 , 1.0
identificationscontaining , 581 , 1.0
happens , 926 , 1.0
happens , 401 , 1.0
happens , 314 , 1.0
member , 997 , 2.0
member , 892 , 1.0
member , 1397 , 1.0
member , 174 , 1.0
member , 1415 , 2.0
member , 300 , 1.0
member , 1437 , 2.0
member , 130 , 1.0
member , 52 , 1.0
deep , 131 , 1.0
deep , 413 , 1.0
healthy , 1 , 1.0
subjectbibliographies , 1380 , 1.0
isutilized , 1417 , 1.0
tutoring , 593 , 1.0
hampers , 1098 , 1.0
hampers , 909 , 1.0
varying , 1001 , 1.0
varying , 504 , 1.0
varying , 639 , 1.0
varying , 1196 , 1.0
varying , 570 , 1.0
varying , 648 , 1.0
varying , 994 , 1.0
varying , 1000 , 1.0
erected , 205 , 1.0
lend , 926 , 1.0
laboratorieswere , 15 , 1.0
unfair , 392 , 1.0
ofknowledge , 335 , 1.0
ofknowledge , 1220 , 1.0
ofknowledge , 3 , 1.0
professionalsegment , 22 , 1.0
itsadvantages , 1418 , 1.0
voting , 1187 , 1.0
loughborough , 1243 , 1.0
resource , 223 , 1.0
resource , 291 , 1.0
resource , 1257 , 1.0
resource , 1318 , 1.0
resource , 248 , 1.0
resource , 938 , 1.0
resource , 1146 , 1.0
resource , 391 , 1.0
resource , 528 , 1.0
resource , 357 , 1.0
resource , 218 , 1.0
resource , 1011 , 1.0
resource , 424 , 1.0
carrying , 1114 , 1.0
carrying , 1079 , 1.0
carrying , 400 , 1.0
carrying , 1262 , 1.0
subjectively , 500 , 1.0
subjectively , 447 , 1.0
scales , 494 , 1.0
scales , 610 , 4.0
scales , 1274 , 1.0
scales , 1031 , 1.0
monographic , 866 , 1.0
monographic , 1349 , 1.0
forthis , 1272 , 1.0
forthis , 132 , 1.0
forthis , 959 , 1.0
forthis , 224 , 1.0
forthis , 204 , 1.0
universally , 1009 , 1.0
universally , 92 , 1.0
viiia , 16 , 1.0
comparablestudies , 163 , 1.0
andjustify , 1450 , 1.0
704 , 420 , 1.0
signaling , 665 , 1.0
informationthat , 592 , 1.0
informationthat , 166 , 1.0
friends , 1397 , 1.0
friends , 1387 , 1.0
envisaged , 1358 , 1.0
envisaged , 1229 , 1.0
informationis , 560 , 1.0
informationis , 1078 , 1.0
informationis , 680 , 1.0
iron , 801 , 1.0
torelevant , 568 , 1.0
linkedlist , 567 , 1.0
summarizes , 787 , 1.0
summarizes , 134 , 1.0
summarizes , 217 , 1.0
summarizes , 249 , 1.0
summarizes , 488 , 1.0
summarizes , 438 , 1.0
summarizes , 288 , 1.0
summarizes , 915 , 1.0
andpractical , 1003 , 1.0
thatsupport , 373 , 1.0
ofterritory , 21 , 1.0
carriers , 589 , 1.0
carriers , 363 , 1.0
monolithic , 90 , 1.0
networkfunctions , 1013 , 1.0
reviewchapters , 126 , 1.0
bothlibrary , 1415 , 1.0
charged , 12 , 1.0
charged , 919 , 1.0
charged , 557 , 1.0
charged , 290 , 1.0
charged , 1062 , 1.0
charged , 1368 , 1.0
charged , 942 , 1.0
correlative , 671 , 1.0
achievedbetween , 1329 , 1.0
forma , 1423 , 1.0
delimitthem , 919 , 1.0
evaluations , 1415 , 1.0
evaluations , 43 , 2.0
evaluations , 575 , 1.0
evaluations , 659 , 1.0
evaluations , 7 , 1.0
evaluations , 1054 , 1.0
beingcost , 126 , 1.0
mrs , 407 , 2.0
noserious , 340 , 1.0
easing , 1060 , 1.0
comprehensivebibliographies , 776 , 1.0
thinkers , 173 , 1.0
live , 154 , 1.0
live , 648 , 1.0
ofepistemology , 621 , 1.0
computersystems , 982 , 1.0
mathematicalterms , 1385 , 1.0
take , 977 , 1.0
take , 686 , 1.0
take , 501 , 1.0
take , 100 , 1.0
take , 1020 , 1.0
take , 132 , 1.0
take , 186 , 1.0
take , 399 , 1.0
take , 1407 , 1.0
take , 398 , 1.0
take , 1271 , 1.0
take , 561 , 1.0
take , 612 , 1.0
take , 1356 , 1.0
take , 1286 , 1.0
take , 579 , 1.0
take , 656 , 1.0
take , 902 , 1.0
take , 162 , 1.0
take , 525 , 1.0
take , 1449 , 1.0
take , 308 , 1.0
take , 965 , 1.0
take , 371 , 1.0
take , 92 , 1.0
take , 594 , 1.0
take , 101 , 1.0
take , 1236 , 1.0
take , 994 , 1.0
take , 1231 , 1.0
take , 131 , 1.0
take , 640 , 2.0
take , 926 , 1.0
take , 349 , 1.0
theidea , 477 , 1.0
marginal , 182 , 1.0
marginal , 291 , 1.0
marginal , 720 , 1.0
marginal , 1343 , 1.0
marginal , 1418 , 1.0
distributions , 649 , 1.0
distributions , 552 , 1.0
distributions , 329 , 1.0
distributions , 1039 , 1.0
distributions , 233 , 6.0
distributions , 781 , 1.0
distributions , 1125 , 1.0
distributions , 108 , 1.0
distributions , 106 , 1.0
distributions , 1418 , 2.0
distributions , 1173 , 1.0
distributions , 700 , 1.0
communicationscommission , 581 , 1.0
g , 169 , 1.0
g , 1224 , 1.0
g , 19 , 1.0
g , 552 , 1.0
g , 1261 , 2.0
g , 466 , 1.0
g , 728 , 1.0
g , 634 , 1.0
g , 572 , 1.0
g , 1415 , 2.0
g , 1361 , 1.0
g , 826 , 2.0
g , 1024 , 1.0
g , 1448 , 1.0
g , 745 , 2.0
g , 25 , 1.0
g , 277 , 1.0
g , 594 , 1.0
g , 581 , 2.0
g , 129 , 1.0
g , 722 , 1.0
g , 1054 , 1.0
g , 797 , 1.0
g , 893 , 1.0
g , 803 , 1.0
g , 157 , 1.0
dominant , 122 , 1.0
dominant , 1387 , 1.0
capital , 515 , 2.0
capital , 865 , 1.0
capital , 327 , 1.0
usedfor , 1415 , 1.0
greatest , 23 , 1.0
greatest , 955 , 1.0
greatest , 497 , 1.0
greatest , 928 , 1.0
greatest , 314 , 1.0
greatest , 480 , 1.0
greatest , 1189 , 2.0
greatest , 957 , 1.0
greatest , 842 , 1.0
greatest , 905 , 1.0
greatest , 643 , 1.0
greatest , 640 , 1.0
greatest , 229 , 1.0
cohesive , 298 , 1.0
cohesive , 141 , 1.0
whicha , 265 , 1.0
whicha , 838 , 1.0
anunknown , 893 , 1.0
111 , 473 , 1.0
silverand , 264 , 1.0
preceded , 771 , 1.0
allappearances , 1391 , 1.0
grade , 455 , 1.0
grade , 443 , 1.0
grade , 937 , 1.0
ofboth , 542 , 1.0
ofboth , 1041 , 1.0
agreegenerally , 632 , 1.0
norm , 110 , 1.0
subjectheadings , 219 , 1.0
subjectheadings , 1216 , 1.0
groupingis , 596 , 1.0
subset , 51 , 1.0
subset , 1299 , 1.0
subset , 509 , 1.0
subset , 1079 , 1.0
subset , 317 , 1.0
subset , 76 , 2.0
subset , 659 , 1.0
subset , 319 , 1.0
thediversity , 345 , 1.0
languagetext , 641 , 1.0
expensive , 952 , 1.0
expensive , 771 , 2.0
expensive , 503 , 1.0
expensive , 723 , 1.0
expensive , 594 , 1.0
expensive , 1253 , 1.0
expensive , 200 , 1.0
thesimple , 752 , 1.0
inlibrary , 1380 , 1.0
inlibrary , 235 , 1.0
inlibrary , 951 , 1.0
asadvanced , 985 , 1.0
idc , 683 , 1.0
idc , 165 , 1.0
idc , 689 , 1.0
ofcluster , 509 , 1.0
tomisleading , 1304 , 1.0
inequality , 1337 , 1.0
inequality , 540 , 1.0
periodicalliterature , 791 , 1.0
ship , 1114 , 1.0
anoperation , 302 , 1.0
resolved , 1270 , 1.0
31 , 614 , 1.0
31 , 1182 , 1.0
31 , 284 , 1.0
nees , 1031 , 1.0
crt , 1193 , 1.0
assurance , 671 , 1.0
canceled , 201 , 1.0
twoyears , 162 , 1.0
cycle , 250 , 1.0
cycle , 652 , 1.0
cycle , 103 , 1.0
april , 580 , 1.0
april , 13 , 1.0
april , 837 , 1.0
april , 583 , 1.0
april , 861 , 1.0
april , 330 , 1.0
april , 634 , 1.0
april , 225 , 1.0
april , 1025 , 1.0
april , 863 , 1.0
april , 243 , 1.0
pushthese , 1273 , 1.0
thisunderstanding , 1050 , 1.0
arranging , 124 , 1.0
arranging , 262 , 1.0
arranging , 855 , 1.0
arranging , 103 , 1.0
arranging , 257 , 1.0
arranging , 326 , 1.0
arranging , 198 , 1.0
appreciate , 404 , 1.0
appreciate , 1192 , 1.0
slips , 201 , 1.0
slips , 816 , 1.0
slips , 845 , 1.0
slips , 184 , 1.0
slips , 994 , 1.0
slips , 204 , 1.0
epidemics , 667 , 2.0
supports , 1272 , 1.0
cryptarithmetic , 417 , 1.0
bnb , 1230 , 3.0
bnb , 1215 , 1.0
bnb , 864 , 1.0
bnb , 159 , 2.0
invalid , 296 , 1.0
essentiallya , 383 , 1.0
fledgling , 410 , 1.0
lubetzky , 1251 , 1.0
relieved , 254 , 1.0
librariesand , 1236 , 1.0
librariesand , 187 , 1.0
librariesand , 135 , 1.0
fillthat , 441 , 1.0
representative , 963 , 1.0
representative , 1351 , 2.0
representative , 62 , 1.0
representative , 588 , 1.0
representative , 428 , 1.0
representative , 145 , 1.0
representative , 499 , 1.0
representative , 630 , 1.0
representative , 423 , 1.0
representative , 198 , 1.0
representative , 7 , 1.0
representative , 207 , 1.0
representative , 796 , 1.0
representative , 1382 , 1.0
representative , 1359 , 1.0
thescattering , 1109 , 1.0
taught , 1405 , 1.0
taught , 320 , 2.0
taught , 263 , 1.0
taught , 929 , 1.0
adoptsome , 151 , 1.0
oneto , 1194 , 1.0
untrammeled , 1438 , 1.0
96 , 475 , 1.0
itshistory , 884 , 1.0
exercises , 1420 , 1.0
exercises , 6 , 1.0
69 , 295 , 1.0
69 , 865 , 1.0
69 , 367 , 1.0
69 , 581 , 1.0
thoughtof , 664 , 1.0
geophysics , 1182 , 1.0
geophysics , 379 , 1.0
geophysics , 765 , 1.0
minimized , 1199 , 1.0
minimized , 1184 , 1.0
minimized , 328 , 1.0
minimized , 46 , 1.0
engaged , 436 , 1.0
engaged , 1006 , 1.0
engaged , 1150 , 1.0
engaged , 1268 , 1.0
engaged , 94 , 1.0
engaged , 1318 , 1.0
engaged , 403 , 1.0
engaged , 1343 , 1.0
engaged , 954 , 1.0
engaged , 1439 , 1.0
engaged , 151 , 1.0
engaged , 1239 , 1.0
engaged , 1151 , 1.0
doctrine , 266 , 1.0
doctrine , 28 , 1.0
itsimply , 131 , 1.0
grades , 455 , 1.0
thesefactors , 1361 , 1.0
particularstream , 96 , 1.0
explainphage , 1063 , 1.0
concomitant , 403 , 1.0
ofits , 154 , 1.0
ofits , 1082 , 1.0
ofits , 1360 , 1.0
ofits , 1339 , 1.0
isconsidered , 1255 , 1.0
fivebasic , 206 , 1.0
lack , 381 , 1.0
lack , 1401 , 1.0
lack , 544 , 1.0
lack , 1147 , 2.0
lack , 4 , 1.0
lack , 798 , 1.0
lack , 298 , 1.0
lack , 1017 , 1.0
lack , 1175 , 1.0
lack , 231 , 1.0
lack , 353 , 1.0
lack , 1023 , 1.0
lack , 1058 , 1.0
lack , 1309 , 1.0
lack , 938 , 1.0
lack , 641 , 1.0
lack , 1342 , 1.0
lack , 423 , 2.0
lack , 1038 , 1.0
lack , 222 , 1.0
lack , 1188 , 1.0
lack , 131 , 1.0
lack , 640 , 1.0
permit , 966 , 1.0
permit , 866 , 1.0
permit , 68 , 1.0
permit , 657 , 1.0
permit , 516 , 1.0
permit , 1028 , 1.0
permit , 1432 , 1.0
permit , 422 , 1.0
permit , 138 , 1.0
permit , 202 , 1.0
permit , 957 , 1.0
permit , 483 , 1.0
permit , 365 , 1.0
permit , 1072 , 1.0
permit , 584 , 1.0
micro , 493 , 1.0
micro , 1014 , 1.0
othertypes , 207 , 1.0
asdifferent , 1393 , 1.0
drivenreader , 721 , 1.0
westernpolytechnic , 1066 , 1.0
passage , 84 , 2.0
passage , 938 , 1.0
passage , 636 , 4.0
necessitate , 1020 , 1.0
sense , 1362 , 1.0
sense , 1394 , 1.0
sense , 1389 , 1.0
sense , 100 , 1.0
sense , 497 , 3.0
sense , 26 , 1.0
sense , 242 , 1.0
sense , 736 , 3.0
sense , 553 , 1.0
sense , 761 , 1.0
sense , 350 , 1.0
sense , 1023 , 2.0
sense , 21 , 1.0
sense , 956 , 1.0
sense , 1234 , 1.0
sense , 1443 , 1.0
sense , 1048 , 1.0
sense , 386 , 1.0
sense , 1088 , 1.0
sense , 60 , 1.0
sense , 1185 , 2.0
sense , 819 , 2.0
sense , 1399 , 2.0
sense , 947 , 1.0
sense , 558 , 1.0
sense , 363 , 1.0
sense , 247 , 1.0
sense , 168 , 1.0
sense , 971 , 1.0
sense , 424 , 1.0
sense , 1247 , 1.0
sense , 640 , 1.0
whosetraining , 197 , 1.0
nedded , 310 , 1.0
rapidexpansion , 405 , 1.0
librarieswhose , 1238 , 1.0
linear , 515 , 1.0
linear , 833 , 1.0
linear , 1091 , 2.0
linear , 1071 , 1.0
linear , 706 , 1.0
linear , 627 , 1.0
linear , 291 , 1.0
linear , 1039 , 1.0
linear , 679 , 1.0
linear , 509 , 1.0
linear , 516 , 1.0
linear , 108 , 1.0
linear , 428 , 1.0
linear , 1040 , 1.0
linear , 1416 , 1.0
linear , 1347 , 1.0
linear , 464 , 1.0
linear , 569 , 1.0
linear , 693 , 1.0
linear , 669 , 1.0
labels , 897 , 1.0
labels , 1396 , 1.0
aresuggested , 1108 , 1.0
essentialto , 946 , 1.0
qualificationstandard , 1099 , 1.0
valuation , 1037 , 1.0
riseof , 348 , 1.0
supplying , 381 , 1.0
supplying , 186 , 1.0
supplying , 94 , 1.0
supplying , 1275 , 1.0
supplying , 95 , 1.0
supplying , 449 , 1.0
designand , 139 , 1.0
thanprovide , 336 , 1.0
previousknowledge , 917 , 1.0
powerful , 335 , 1.0
powerful , 378 , 1.0
powerful , 291 , 1.0
powerful , 252 , 1.0
powerful , 1304 , 1.0
powerful , 630 , 1.0
powerful , 1418 , 1.0
powerful , 1366 , 1.0
powerful , 1308 , 1.0
150years , 747 , 1.0
americaninstitution , 1240 , 1.0
bemost , 87 , 1.0
reorganization , 288 , 1.0
reorganization , 312 , 1.0
actualutilization , 1445 , 1.0
ofprobability , 1411 , 1.0
declining , 298 , 1.0
declining , 103 , 1.0
declining , 126 , 1.0
median , 217 , 1.0
recapitulation , 241 , 1.0
bedesirable , 1045 , 1.0
promulgated , 940 , 1.0
17current , 717 , 1.0
punctuation , 874 , 1.0
punctuation , 919 , 1.0
punctuation , 342 , 1.0
takes , 61 , 1.0
takes , 1265 , 1.0
takes , 500 , 1.0
takes , 1066 , 1.0
takes , 490 , 1.0
takes , 2 , 1.0
takes , 363 , 1.0
takes , 130 , 1.0
takes , 911 , 1.0
takes , 1327 , 1.0
takes , 1333 , 1.0
progress , 858 , 2.0
progress , 142 , 1.0
progress , 724 , 1.0
progress , 896 , 1.0
progress , 418 , 1.0
progress , 1006 , 1.0
progress , 132 , 1.0
progress , 769 , 1.0
progress , 821 , 1.0
progress , 123 , 1.0
progress , 1181 , 1.0
progress , 328 , 1.0
progress , 437 , 1.0
progress , 1458 , 1.0
progress , 861 , 2.0
progress , 138 , 3.0
progress , 1302 , 1.0
progress , 479 , 1.0
progress , 1229 , 1.0
progress , 17 , 3.0
progress , 133 , 1.0
progress , 162 , 1.0
progress , 1174 , 1.0
progress , 371 , 1.0
progress , 167 , 1.0
progress , 942 , 1.0
progress , 863 , 2.0
progress , 272 , 1.0
progress , 129 , 1.0
progress , 911 , 1.0
progress , 893 , 1.0
progress , 930 , 1.0
progress , 1144 , 1.0
progress , 1311 , 1.0
progress , 749 , 1.0
progress , 1004 , 1.0
relevantresearch , 553 , 1.0
departments , 1193 , 1.0
departments , 985 , 1.0
departments , 1020 , 1.0
departments , 303 , 1.0
departments , 107 , 1.0
departments , 268 , 2.0
departments , 1404 , 1.0
departments , 1066 , 1.0
departments , 290 , 1.0
departments , 102 , 2.0
departments , 245 , 1.0
departments , 322 , 1.0
departments , 275 , 1.0
departments , 271 , 1.0
departments , 282 , 1.0
departments , 277 , 1.0
departments , 204 , 1.0
baboons , 1332 , 3.0
dispense , 525 , 1.0
andcontains , 874 , 1.0
canbecome , 400 , 1.0
instantaneous , 1258 , 1.0
subjectheading , 1277 , 1.0
worried , 719 , 1.0
completed , 153 , 1.0
completed , 963 , 1.0
completed , 918 , 1.0
completed , 1131 , 1.0
completed , 545 , 1.0
completed , 1070 , 1.0
completed , 834 , 1.0
completed , 815 , 1.0
completed , 687 , 1.0
completed , 260 , 1.0
completed , 1005 , 1.0
completed , 243 , 1.0
completed , 610 , 2.0
completed , 1396 , 1.0
thespectrum , 1012 , 1.0
thetraditional , 388 , 1.0
thetraditional , 256 , 1.0
thetraditional , 555 , 1.0
issues , 1262 , 1.0
issues , 1238 , 1.0
issues , 201 , 1.0
issues , 224 , 1.0
issues , 306 , 1.0
issues , 339 , 1.0
issues , 820 , 1.0
issues , 1314 , 1.0
issues , 687 , 1.0
issues , 622 , 1.0
issues , 368 , 1.0
issues , 64 , 1.0
issues , 1241 , 1.0
issues , 831 , 1.0
issues , 1055 , 1.0
issues , 587 , 1.0
issues , 1319 , 1.0
issues , 1369 , 2.0
issues , 168 , 1.0
issues , 614 , 1.0
issues , 1032 , 1.0
excerpta , 65 , 1.0
excerpta , 696 , 1.0
excerpta , 729 , 1.0
excerpta , 705 , 1.0
easy , 697 , 1.0
easy , 1148 , 1.0
easy , 237 , 1.0
easy , 1392 , 1.0
easy , 927 , 1.0
easy , 1344 , 1.0
easy , 412 , 1.0
easy , 30 , 1.0
easy , 352 , 1.0
greatenough , 655 , 1.0
receipt , 89 , 1.0
receipt , 103 , 1.0
receipt , 691 , 1.0
receipt , 1037 , 1.0
receipt , 102 , 1.0
receipt , 506 , 1.0
specializations , 1012 , 1.0
fordevelopment , 780 , 1.0
preserving , 1330 , 1.0
originals , 1397 , 1.0
itsorganization , 1316 , 1.0
indexingare , 830 , 1.0
hundred , 193 , 1.0
hundred , 1452 , 1.0
hundred , 182 , 1.0
hundred , 806 , 1.0
hundred , 762 , 1.0
hundred , 928 , 1.0
hundred , 356 , 1.0
hundred , 609 , 1.0
hundred , 559 , 2.0
hundred , 188 , 1.0
hundred , 1335 , 1.0
hundred , 923 , 2.0
hundred , 156 , 1.0
hundred , 986 , 1.0
hundred , 243 , 2.0
optimization , 575 , 1.0
optimization , 1416 , 3.0
optimization , 62 , 1.0
ita , 1275 , 1.0
aservice , 14 , 1.0
respective , 735 , 1.0
respective , 1458 , 1.0
respective , 1432 , 1.0
respective , 790 , 1.0
respective , 755 , 1.0
sufficient , 444 , 1.0
sufficient , 302 , 1.0
sufficient , 675 , 1.0
sufficient , 1261 , 1.0
sufficient , 495 , 1.0
sufficient , 940 , 1.0
sufficient , 1063 , 1.0
sufficient , 148 , 1.0
sufficient , 876 , 1.0
sufficient , 815 , 1.0
sufficient , 525 , 1.0
sufficient , 655 , 1.0
sufficient , 101 , 1.0
reservation , 190 , 1.0
enlightened , 173 , 1.0
procurement , 507 , 1.0
nodes , 781 , 1.0
itself , 381 , 1.0
itself , 735 , 1.0
itself , 458 , 1.0
itself , 544 , 1.0
itself , 1003 , 1.0
itself , 1272 , 1.0
itself , 141 , 1.0
itself , 908 , 1.0
itself , 217 , 1.0
itself , 538 , 1.0
itself , 1265 , 1.0
itself , 341 , 1.0
itself , 900 , 1.0
itself , 1204 , 1.0
itself , 408 , 2.0
itself , 1030 , 1.0
itself , 935 , 1.0
itself , 1056 , 1.0
itself , 285 , 1.0
itself , 364 , 1.0
itself , 1422 , 1.0
itself , 1229 , 1.0
itself , 934 , 1.0
itself , 151 , 1.0
itself , 389 , 1.0
itself , 27 , 1.0
itself , 1399 , 1.0
itself , 371 , 1.0
itself , 1008 , 1.0
itself , 1355 , 1.0
itself , 101 , 1.0
itself , 648 , 1.0
itself , 218 , 1.0
itself , 207 , 1.0
itself , 129 , 1.0
itself , 29 , 1.0
itself , 911 , 1.0
itself , 3 , 1.0
itself , 1187 , 1.0
itself , 131 , 1.0
itself , 1387 , 1.0
biophysics , 821 , 1.0
bibliotheques , 12 , 1.0
librarianshould , 213 , 1.0
salaries , 392 , 1.0
salaries , 1453 , 1.0
establisha , 1019 , 1.0
relevantto , 797 , 1.0
approximatessyntactic , 636 , 1.0
shopping , 1368 , 1.0
besolved , 157 , 1.0
simulation , 67 , 1.0
simulation , 291 , 1.0
simulation , 5 , 1.0
simulation , 572 , 1.0
simulation , 945 , 1.0
simulation , 1325 , 1.0
simulation , 249 , 1.0
hisdocument , 472 , 1.0
complexity , 276 , 1.0
complexity , 952 , 1.0
complexity , 1165 , 1.0
complexity , 1183 , 2.0
complexity , 1129 , 1.0
complexity , 1246 , 1.0
complexity , 736 , 1.0
complexity , 437 , 1.0
complexity , 341 , 1.0
complexity , 1421 , 1.0
complexity , 317 , 1.0
complexity , 360 , 1.0
complexity , 137 , 1.0
complexity , 1203 , 1.0
complexity , 17 , 1.0
complexity , 397 , 1.0
complexity , 823 , 1.0
complexity , 232 , 1.0
reassert , 1262 , 1.0
homage , 113 , 1.0
fourths , 1347 , 1.0
faction , 1072 , 1.0
marketing , 124 , 1.0
closes , 18 , 1.0
basedtechnique , 1313 , 1.0
givenaccess , 547 , 1.0
191 , 949 , 2.0
191 , 581 , 1.0
income , 1216 , 1.0
income , 99 , 1.0
income , 932 , 1.0
income , 954 , 1.0
income , 1337 , 1.0
income , 1423 , 1.0
income , 358 , 1.0
journalswere , 87 , 1.0
libraryjournals , 200 , 1.0
sampled , 280 , 1.0
seven , 885 , 1.0
seven , 519 , 1.0
seven , 461 , 2.0
seven , 598 , 1.0
seven , 1232 , 1.0
seven , 201 , 1.0
seven , 936 , 1.0
seven , 865 , 1.0
seven , 1265 , 1.0
seven , 903 , 2.0
seven , 1248 , 1.0
seven , 144 , 1.0
seven , 188 , 1.0
seven , 691 , 1.0
seven , 203 , 1.0
seven , 1047 , 1.0
seven , 167 , 1.0
seven , 581 , 1.0
seven , 857 , 1.0
seven , 331 , 1.0
gap , 1339 , 1.0
gap , 141 , 1.0
gap , 325 , 1.0
gap , 441 , 1.0
gap , 583 , 2.0
gap , 909 , 1.0
gap , 946 , 1.0
gap , 1417 , 3.0
gap , 308 , 1.0
gap , 1214 , 2.0
gap , 1393 , 1.0
madeof , 456 , 1.0
rating , 795 , 1.0
rating , 1040 , 1.0
rating , 70 , 1.0
rating , 1347 , 1.0
rating , 1054 , 1.0
muchpressure , 954 , 1.0
toporterage , 665 , 1.0
systemevaluation , 610 , 1.0
sciences , 1123 , 1.0
